"Fecha/Hora","Valor"
"2025-09-19T07:09:40","158.43"
"2025-09-19T07:09:55","158.43"
"2025-09-19T07:10:10","158.44"
"2025-09-19T07:10:26","158.43"
"2025-09-19T07:10:41","158.43"
"2025-09-19T07:10:56","158.44"
"2025-09-19T07:11:11","158.44"
"2025-09-19T07:11:26","158.44"
"2025-09-19T07:11:41","158.44"
"2025-09-19T07:11:56","158.43"
"2025-09-19T07:12:12","158.41"
"2025-09-19T07:12:27","158.43"
"2025-09-19T07:12:42","158.41"
"2025-09-19T07:12:57","158.41"
"2025-09-19T07:13:12","158.43"
"2025-09-19T07:13:27","158.44"
"2025-09-19T07:13:42","158.43"
"2025-09-19T07:13:58","158.41"
"2025-09-19T07:14:13","158.43"
"2025-09-19T07:14:28","158.41"
"2025-09-19T07:14:43","158.46"
"2025-09-19T07:14:58","158.44"
"2025-09-19T07:15:13","158.46"
"2025-09-19T07:15:28","158.46"
"2025-09-19T07:15:44","158.44"
"2025-09-19T07:15:59","158.44"
"2025-09-19T07:16:14","158.44"
"2025-09-19T07:16:29","158.48"
"2025-09-19T07:16:44","158.46"
"2025-09-19T07:16:59","158.46"
"2025-09-19T07:17:14","158.46"
"2025-09-19T07:17:30","158.46"
"2025-09-19T07:17:45","158.44"
"2025-09-19T07:18:00","158.48"
"2025-09-19T07:18:15","158.5"
"2025-09-19T07:18:30","158.48"
"2025-09-19T07:18:45","158.44"
"2025-09-19T07:19:00","158.44"
"2025-09-19T07:19:16","158.46"
"2025-09-19T07:19:31","158.46"
"2025-09-19T07:19:46","158.46"
"2025-09-19T07:20:01","158.48"
"2025-09-19T07:20:16","158.44"
"2025-09-19T07:20:31","158.44"
"2025-09-19T07:20:46","158.48"
"2025-09-19T07:21:02","158.46"
"2025-09-19T07:21:17","158.43"
"2025-09-19T07:21:32","158.44"
"2025-09-19T07:21:47","158.46"
"2025-09-19T07:22:02","158.44"
"2025-09-19T07:22:17","158.46"
"2025-09-19T07:22:32","158.44"
"2025-09-19T07:22:48","158.46"
"2025-09-19T07:23:03","158.44"
"2025-09-19T07:23:18","158.41"
"2025-09-19T07:23:33","158.46"
"2025-09-19T07:23:48","158.43"
"2025-09-19T07:24:03","158.43"
"2025-09-19T07:24:18","158.43"
"2025-09-19T07:24:34","158.43"
"2025-09-19T07:24:49","158.43"
"2025-09-19T07:25:04","158.44"
"2025-09-19T07:25:19","158.43"
"2025-09-19T07:25:34","158.43"
"2025-09-19T07:25:49","158.43"
"2025-09-19T07:26:04","158.43"
"2025-09-19T07:26:20","158.44"
"2025-09-19T07:26:35","158.43"
"2025-09-19T07:26:50","158.43"
"2025-09-19T07:27:05","158.44"
"2025-09-19T07:27:20","158.44"
"2025-09-19T07:27:35","158.44"
"2025-09-19T07:27:50","158.46"
"2025-09-19T07:28:05","158.46"
"2025-09-19T07:28:21","158.46"
"2025-09-19T07:28:36","158.46"
"2025-09-19T07:28:51","158.44"
"2025-09-19T07:29:06","158.46"
"2025-09-19T07:29:21","158.41"
"2025-09-19T07:29:36","158.44"
"2025-09-19T07:29:51","158.43"
"2025-09-19T07:30:07","158.46"
"2025-09-19T07:30:22","158.44"
"2025-09-19T07:30:37","158.43"
"2025-09-19T07:30:52","158.44"
"2025-09-19T07:31:07","158.48"
"2025-09-19T07:31:22","158.46"
"2025-09-19T07:31:37","158.44"
"2025-09-19T07:31:53","158.44"
"2025-09-19T07:32:08","158.44"
"2025-09-19T07:32:23","158.46"
"2025-09-19T07:32:38","158.44"
"2025-09-19T07:32:53","158.44"
"2025-09-19T07:33:08","158.44"
"2025-09-19T07:33:23","158.46"
"2025-09-19T07:33:39","158.46"
"2025-09-19T07:33:54","158.46"
"2025-09-19T07:34:09","158.5"
"2025-09-19T07:34:24","158.5"
"2025-09-19T07:34:39","158.51"
"2025-09-19T07:34:54","158.5"
"2025-09-19T07:35:09","158.48"
"2025-09-19T07:35:25","158.5"
"2025-09-19T07:35:40","158.48"
"2025-09-19T07:35:55","158.5"
"2025-09-19T07:36:10","158.5"
"2025-09-19T07:36:25","158.5"
"2025-09-19T07:36:40","158.48"
"2025-09-19T07:36:55","158.5"
"2025-09-19T07:37:11","158.53"
"2025-09-19T07:37:26","158.5"
"2025-09-19T07:37:41","158.51"
"2025-09-19T07:37:56","158.53"
"2025-09-19T07:38:11","158.51"
"2025-09-19T07:38:26","158.51"
"2025-09-19T07:38:41","158.51"
"2025-09-19T07:38:57","158.5"
"2025-09-19T07:39:12","158.51"
"2025-09-19T07:39:27","158.51"
"2025-09-19T07:39:42","158.53"
"2025-09-19T07:39:57","158.51"
"2025-09-19T07:40:12","158.51"
"2025-09-19T07:40:27","158.53"
"2025-09-19T07:40:43","158.51"
"2025-09-19T07:40:58","158.51"
"2025-09-19T07:41:13","158.5"
"2025-09-19T07:41:28","158.51"
"2025-09-19T07:41:43","158.51"
"2025-09-19T07:41:58","158.51"
"2025-09-19T07:42:13","158.51"
"2025-09-19T07:42:29","158.53"
"2025-09-19T07:42:44","158.51"
"2025-09-19T07:42:59","158.53"
"2025-09-19T07:43:14","158.55"
"2025-09-19T07:43:29","158.53"
"2025-09-19T07:43:44","158.53"
"2025-09-19T07:43:59","158.53"
"2025-09-19T07:44:15","158.53"
"2025-09-19T07:44:30","158.53"
"2025-09-19T07:44:45","158.56"
"2025-09-19T07:45:00","158.56"
"2025-09-19T07:45:15","158.56"
"2025-09-19T07:45:30","158.53"
"2025-09-19T07:45:45","158.55"
"2025-09-19T07:46:01","158.53"
"2025-09-19T07:46:16","158.55"
